frame,animal,bodypart,x,y,likelihood
0,animal0,back_base,459.40625,648.46875,0.6172628998756409
0,animal0,back_end,825.65625,1234.46875,0.5747324824333191
0,animal0,back_left_knee,789.03125,1252.78125,0.7910518050193787
0,animal0,back_left_paw,770.71875,1380.96875,0.9277850985527039
0,animal0,back_left_thai,770.71875,1161.21875,0.7566071152687073
0,animal0,back_middle,386.15625,959.78125,0.2573791444301605
0,animal0,back_right_knee,404.46875,1234.46875,0.5609254837036133
0,animal0,back_right_paw,386.15625,1362.65625,0.8944459557533264
0,animal0,back_right_thai,404.46875,1087.96875,0.7120397686958313
0,animal0,belly_bottom,587.59375,1161.21875,0.4673539102077484
0,animal0,body_middle_left,734.09375,1087.96875,0.34526127576828003
0,animal0,body_middle_right,734.09375,1087.96875,0.3376901149749756
0,animal0,front_left_knee,679.15625,1271.09375,0.7598769664764404
0,animal0,front_left_paw,660.84375,1435.90625,0.9003965854644775
0,animal0,front_left_thai,715.78125,959.78125,0.5503831505775452
0,animal0,front_right_knee,477.71875,1271.09375,0.8654319047927856
0,animal0,front_right_paw,496.03125,1454.21875,0.8792740702629089
0,animal0,front_right_thai,477.71875,1033.03125,0.6540721654891968
0,animal0,left_antler_base,715.78125,410.40625,0.34602808952331543
0,animal0,left_antler_end,1063.71875,1307.71875,0.6037025451660156
0,animal0,left_earbase,715.78125,410.40625,0.433813214302063
0,animal0,left_earend,734.09375,501.96875,0.2763760983943939
0,animal0,left_eye,697.46875,410.40625,0.8496778607368469
0,animal0,lower_jaw,715.78125,520.28125,0.4000580906867981
0,animal0,mouth_end_left,734.09375,520.28125,0.3798716068267822
0,animal0,mouth_end_right,624.21875,556.90625,0.743420422077179
0,animal0,neck_base,605.90625,685.09375,0.6340914368629456
0,animal0,neck_end,459.40625,648.46875,0.5836248993873596
0,animal0,nose,715.78125,465.34375,0.9537652134895325
0,animal0,right_antler_base,496.03125,447.03125,0.7121564745903015
0,animal0,right_antler_end,1063.71875,1307.71875,0.5641264319419861
0,animal0,right_earbase,496.03125,447.03125,0.7598530054092407
0,animal0,right_earend,459.40625,630.15625,0.7838963866233826
0,animal0,right_eye,605.90625,428.71875,0.8877031803131104
0,animal0,tail_base,825.65625,1234.46875,0.5800630450248718
0,animal0,tail_end,1063.71875,1307.71875,0.9330864548683167
0,animal0,throat_base,642.53125,666.78125,0.5809245109558105
0,animal0,throat_end,642.53125,740.03125,0.5551189184188843
0,animal0,upper_jaw,715.78125,501.96875,0.8051162362098694
1,animal0,back_base,449.7890625,660.1953125,0.7004563212394714
1,animal0,back_end,834.0234375,1245.6953125,0.6762803792953491
1,animal0,back_left_knee,779.1328125,1263.9921875,0.7905094623565674
1,animal0,back_left_paw,779.1328125,1373.7734375,0.9061735272407532
1,animal0,back_left_thai,779.1328125,1172.5078125,0.7080139517784119
1,animal0,back_middle,394.8984375,952.9453125,0.32683464884757996
1,animal0,back_right_knee,376.6015625,1209.1015625,0.5713316798210144
1,animal0,back_right_paw,376.6015625,1355.4765625,0.8851996660232544
1,animal0,back_right_thai,413.1953125,1099.3203125,0.7335734963417053
1,animal0,belly_bottom,577.8671875,1172.5078125,0.4969926178455353
1,animal0,body_middle_left,742.5390625,1099.3203125,0.36248961091041565
1,animal0,body_middle_right,742.5390625,1081.0234375,0.3553333580493927
1,animal0,front_left_knee,651.0546875,1282.2890625,0.7526564002037048
1,animal0,front_left_paw,651.0546875,1428.6640625,0.8714333176612854
1,animal0,front_left_thai,724.2421875,952.9453125,0.5927054286003113
1,animal0,front_right_knee,486.3828125,1282.2890625,0.9349939823150635
1,animal0,front_right_paw,486.3828125,1446.9609375,0.8830012083053589
1,animal0,front_right_thai,486.3828125,1044.4296875,0.5271703004837036
1,animal0,left_antler_base,724.2421875,422.3359375,0.3400721549987793
1,animal0,left_antler_end,1053.5859375,1300.5859375,0.6330736875534058
1,animal0,left_earbase,724.2421875,422.3359375,0.42872628569602966
1,animal0,left_earend,724.2421875,532.1171875,0.32886067032814026
1,animal0,left_eye,705.9453125,422.3359375,0.9299888610839844
1,animal0,lower_jaw,705.9453125,605.3046875,0.4500918984413147
1,animal0,mouth_end_left,742.5390625,532.1171875,0.46703511476516724
1,animal0,mouth_end_right,632.7578125,568.7109375,0.8067911267280579
1,animal0,neck_base,596.1640625,678.4921875,0.6424846649169922
1,animal0,neck_end,449.7890625,660.1953125,0.6629782915115356
1,animal0,nose,724.2421875,458.9296875,0.9462007284164429
1,animal0,right_antler_base,504.6796875,458.9296875,0.7729219198226929
1,animal0,right_antler_end,1053.5859375,1300.5859375,0.5915555357933044
1,animal0,right_earbase,504.6796875,458.9296875,0.825255811214447
1,animal0,right_earend,468.0859375,623.6015625,0.7540988922119141
1,animal0,right_eye,614.4609375,422.3359375,0.921599805355072
1,animal0,tail_base,834.0234375,1245.6953125,0.6824364066123962
1,animal0,tail_end,1053.5859375,1300.5859375,0.9784497022628784
1,animal0,throat_base,614.4609375,678.4921875,0.5577135682106018
1,animal0,throat_end,651.0546875,769.9765625,0.5698760747909546
1,animal0,upper_jaw,724.2421875,495.5234375,0.8795780539512634
2,animal0,back_base,455.5234375,648.03125,0.626149594783783
2,animal0,back_end,835.1640625,1244.09375,0.5379323959350586
2,animal0,back_left_knee,780.9296875,1262.15625,0.7895238399505615
2,animal0,back_left_paw,762.8515625,1370.53125,0.8954830169677734
2,animal0,back_left_thai,780.9296875,1171.84375,0.6918081641197205
2,animal0,back_middle,401.2890625,955.09375,0.3405763804912567
2,animal0,back_right_knee,383.2109375,1207.96875,0.49494481086730957
2,animal0,back_right_paw,383.2109375,1352.46875,0.9170064926147461
2,animal0,back_right_thai,419.3671875,1099.59375,0.6998963952064514
2,animal0,belly_bottom,582.0703125,1171.84375,0.54593825340271
2,animal0,body_middle_left,744.7734375,1099.59375,0.35861170291900635
2,animal0,body_middle_right,744.7734375,1081.53125,0.34793004393577576
2,animal0,front_left_knee,654.3828125,1280.21875,0.7259286046028137
2,animal0,front_left_paw,654.3828125,1442.78125,0.8857840299606323
2,animal0,front_left_thai,726.6953125,955.09375,0.5659322738647461
2,animal0,front_right_knee,491.6796875,1280.21875,0.8996393084526062
2,animal0,front_right_paw,491.6796875,1442.78125,0.94827800989151
2,animal0,front_right_thai,473.6015625,1027.34375,0.5311753749847412
2,animal0,left_antler_base,726.6953125,431.28125,0.24901820719242096
2,animal0,left_antler_end,1052.1015625,1316.34375,0.6300578117370605
2,animal0,left_earbase,726.6953125,431.28125,0.3297719955444336
2,animal0,left_earend,744.7734375,503.53125,0.21552994847297668
2,animal0,left_eye,708.6171875,431.28125,0.915479838848114
2,animal0,lower_jaw,708.6171875,611.90625,0.5429947376251221
2,animal0,mouth_end_left,744.7734375,539.65625,0.5178367495536804
2,animal0,mouth_end_right,636.3046875,557.71875,0.781973123550415
2,animal0,neck_base,600.1484375,684.15625,0.6070916652679443
2,animal0,neck_end,455.5234375,648.03125,0.5924960970878601
2,animal0,nose,726.6953125,467.40625,0.9481292963027954
2,animal0,right_antler_base,491.6796875,449.34375,0.7173429131507874
2,animal0,right_antler_end,1052.1015625,1316.34375,0.5887391567230225
2,animal0,right_earbase,491.6796875,449.34375,0.7663183808326721
2,animal0,right_earend,473.6015625,629.96875,0.7227423191070557
2,animal0,right_eye,618.2265625,431.28125,0.8628353476524353
2,animal0,tail_base,835.1640625,1244.09375,0.5428440570831299
2,animal0,tail_end,1052.1015625,1316.34375,0.973791778087616
2,animal0,throat_base,636.3046875,684.15625,0.5805320739746094
2,animal0,throat_end,636.3046875,774.46875,0.6077441573143005
2,animal0,upper_jaw,726.6953125,503.53125,0.8761996626853943
3,animal0,back_base,457.21875,649.03125,0.6969531774520874
3,animal0,back_end,818.46875,1245.09375,0.5334793329238892
3,animal0,back_left_knee,782.34375,1263.15625,0.7813897132873535
3,animal0,back_left_paw,764.28125,1371.53125,0.9148920178413391
3,animal0,back_left_thai,746.21875,1136.71875,0.6790997385978699
3,animal0,back_middle,403.03125,974.15625,0.36391523480415344
3,animal0,back_right_knee,384.96875,1208.96875,0.4410163164138794
3,animal0,back_right_paw,384.96875,1353.46875,0.9058517217636108
3,animal0,back_right_thai,421.09375,1100.59375,0.6828886866569519
