frame,animal,bodypart,x,y,likelihood
0,animal0,back_base,1725.65625,268.59375,0.7327219247817993
0,animal0,back_end,995.90625,268.59375,0.7770050764083862
0,animal0,back_left_knee,1021.96875,946.21875,0.6972581148147583
0,animal0,back_left_paw,995.90625,1102.59375,0.8609112501144409
0,animal0,back_left_thai,1152.28125,737.71875,0.7775264382362366
0,animal0,back_middle,1412.90625,268.59375,0.8399301767349243
0,animal0,back_right_knee,943.78125,1024.40625,0.8370543122291565
0,animal0,back_right_paw,969.84375,1311.09375,0.9019835591316223
0,animal0,back_right_thai,969.84375,711.65625,0.6489012241363525
0,animal0,belly_bottom,1282.59375,737.71875,0.8296462297439575
0,animal0,body_middle_left,1256.53125,555.28125,0.6665928959846497
0,animal0,body_middle_right,1256.53125,555.28125,0.6785832643508911
0,animal0,front_left_knee,1725.65625,1206.84375,0.4287574589252472
0,animal0,front_left_paw,1725.65625,1467.46875,0.864327609539032
0,animal0,front_left_thai,1777.78125,972.28125,0.8523136973381042
0,animal0,front_right_knee,1386.84375,946.21875,0.2722266614437103
0,animal0,front_right_paw,1517.15625,1285.03125,0.8553183078765869
0,animal0,front_right_thai,1412.90625,894.09375,0.6234874129295349
0,animal0,left_antler_base,2116.59375,398.90625,0.7614865303039551
0,animal0,left_antler_end,683.15625,320.71875,0.5613182783126831
0,animal0,left_earbase,2116.59375,398.90625,0.8480110764503479
0,animal0,left_earend,2116.59375,320.71875,0.6168988943099976
0,animal0,left_eye,2246.90625,711.65625,0.976664662361145
0,animal0,lower_jaw,2142.65625,1024.40625,0.7967309355735779
0,animal0,mouth_end_left,2220.84375,946.21875,0.37240055203437805
0,animal0,mouth_end_right,2012.34375,946.21875,0.8177875876426697
0,animal0,neck_base,1934.15625,320.71875,0.2506806552410126
0,animal0,neck_end,1725.65625,268.59375,0.7006030082702637
0,animal0,nose,2194.78125,920.15625,0.94273442029953
0,animal0,right_antler_base,1829.90625,503.15625,0.7868726849555969
0,animal0,right_antler_end,683.15625,320.71875,0.5245445966720581
0,animal0,right_earbase,1829.90625,503.15625,0.8447973132133484
0,animal0,right_earend,1751.71875,424.96875,0.7206049561500549
0,animal0,right_eye,2038.40625,737.71875,0.9204826951026917
0,animal0,tail_base,995.90625,268.59375,0.7837884426116943
0,animal0,tail_end,683.15625,320.71875,0.8676244616508484
0,animal0,throat_base,1803.84375,815.90625,0.7598772644996643
0,animal0,throat_end,1725.65625,894.09375,0.8427963256835938
0,animal0,upper_jaw,2168.71875,998.34375,0.8375985026359558
1,animal0,back_base,1733.359375,257.6640625,0.784494161605835
1,animal0,back_end,1009.734375,257.6640625,0.8220319151878357
1,animal0,back_left_knee,1035.578125,904.1484375,0.6351867318153381
1,animal0,back_left_paw,983.890625,1085.1640625,0.8548919558525085
1,animal0,back_left_thai,1138.953125,748.9921875,0.8149219751358032
1,animal0,back_middle,1397.390625,257.6640625,0.8625249862670898
1,animal0,back_right_knee,932.203125,1007.5859375,0.6170949935913086
1,animal0,back_right_paw,958.046875,1292.0390625,0.9251768589019775
1,animal0,back_right_thai,958.046875,671.4140625,0.6489267945289612
1,animal0,belly_bottom,1268.171875,748.9921875,0.7937396764755249
1,animal0,body_middle_left,1242.328125,567.9765625,0.7059106826782227
1,animal0,body_middle_right,1242.328125,567.9765625,0.7182474136352539
1,animal0,front_left_knee,1733.359375,1033.4453125,0.5219163298606873
1,animal0,front_left_paw,1707.515625,1447.1953125,0.8327383399009705
1,animal0,front_left_thai,1759.203125,955.8671875,0.8817105293273926
1,animal0,front_right_knee,1397.390625,955.8671875,0.633194088935852
1,animal0,front_right_paw,1526.609375,1317.8984375,0.8633655905723572
1,animal0,front_right_thai,1423.234375,878.2890625,0.5471894145011902
1,animal0,left_antler_base,2121.015625,386.9609375,0.7356806397438049
1,animal0,left_antler_end,699.609375,309.3828125,0.5611485838890076
1,animal0,left_earbase,2121.015625,386.9609375,0.8252619504928589
1,animal0,left_earend,2121.015625,309.3828125,0.7507044076919556
1,animal0,left_eye,2224.390625,723.1328125,0.9592929482460022
1,animal0,lower_jaw,2146.859375,1033.4453125,0.8225765824317932
1,animal0,mouth_end_left,2224.390625,1007.5859375,0.3938324451446533
